imgps_x,imgps_y,u,v,objps_x,objps_y
2555.76057,2246.472623,606.2836723,768.416445,7.5,-7.5
2736.654725,2238.085139,631.6644206,764.944599,10,-7.5
2917.570298,2229.712361,656.9213567,761.3514979,12.5,-7.5
3098.493095,2221.315667,681.8593367,758.0523426,15,-7.5
3279.331527,2212.936295,706.5208134,754.6050892,17.5,-7.5
737.89805,2148.920928,337.1980171,744.0433176,-17.5,-5
918.9573516,2140.514888,365.1858679,740.5766307,-15,-5
1099.999406,2132.214916,392.9747242,737.0871351,-12.5,-5
1281.024963,2123.871375,420.3293165,733.3533051,-10,-5
1461.88667,2115.460095,447.3784399,730.034016,-7.5,-5
1642.785278,2107.12243,474.4115091,726.6319775,-5,-5
1823.745672,2098.764873,501.095749,723.1961973,-2.5,-5
2004.672819,2090.367553,527.43067,719.9939832,0,-5
2185.592197,2082.080516,553.6107286,716.6380774,2.5,-5
2366.453642,2073.707969,579.495702,713.3515994,5,-5
2547.385881,2065.298192,605.1917009,710.1500489,7.5,-5
2728.298903,2056.899813,630.5559651,706.6492184,10,-5
2909.194666,2048.577992,655.8624633,703.5362584,12.5,-5
3090.114034,2040.137625,680.7837464,700.184446,15,-5
3270.954644,2031.837378,705.4793703,697.2815311,17.5,-5
729.5621313,1967.696444,335.9723658,682.7831307,-17.5,-2.5
910.5835141,1959.387641,363.9351289,679.6282043,-15,-2.5
1091.653569,1951.040053,391.7405607,676.2951788,-12.5,-2.5
1272.639656,1942.644319,419.1176004,673.0736609,-10,-2.5
1453.535936,1934.258028,446.2776639,669.8466141,-7.5,-2.5
1634.467308,1925.929431,473.2895562,666.7635393,-5,-2.5
1815.390063,1917.536631,499.9299589,663.6808753,-2.5,-2.5
1996.304559,1909.182964,526.3456117,660.5845255,0,-2.5
2177.188575,1900.795158,552.5615923,657.5796801,2.5,-2.5
2358.088102,1892.420572,578.2956489,654.5312778,5,-2.5
2538.972506,1884.079105,604.1078353,651.603279,7.5,-2.5
2719.922016,1875.746334,629.4849399,648.564076,10,-2.5
2900.875598,1867.389742,654.7416065,645.4410287,12.5,-2.5
3081.832166,1859.033472,679.7028131,642.7397768,15,-2.5
3262.608169,1850.647138,704.4498448,639.7881816,17.5,-2.5
721.2092563,1786.491764,334.8064971,621.4221652,-17.5,0
902.2563641,1778.100942,362.8091996,618.4303421,-15,0
1083.247511,1769.795006,390.5853252,615.6554787,-12.5,0
1264.21998,1761.52635,417.8906728,612.577336,-10,0
1445.190125,1753.163884,445.1313981,609.8364394,-7.5,0
1626.097078,1744.779016,472.183361,606.8458636,-5,0
1807.021756,1736.445614,498.8111683,604.0764743,-2.5,0
1987.956233,1728.045677,525.2647004,601.2408827,0,0
2168.827656,1719.664958,551.3825332,598.5624566,2.5,0
2349.70298,1711.282823,577.2738457,595.6619346,5,0
2530.641,1702.885506,602.9744013,592.9633303,7.5,0
2711.578825,1694.514731,628.4150221,590.2817012,10,0
2892.569002,1686.144239,653.757947,587.5905107,12.5,0
3073.446658,1677.843439,678.6947391,584.8708369,15,0
3254.21648,1669.538222,703.3524143,582.3142643,17.5,0
712.7968266,1605.215286,333.5343907,560.1701806,-17.5,2.5
893.8757531,1596.913055,361.6051246,557.48611,-15,2.5
1074.879166,1588.564134,389.3295539,554.8349629,-12.5,2.5
1255.845961,1580.275711,416.7204282,552.2670426,-10,2.5
1436.795214,1571.956841,443.978118,549.7059557,-7.5,2.5
1617.731345,1563.672405,470.9616747,547.0604223,-5,2.5
1798.645198,1555.301316,497.6160918,544.4858468,-2.5,2.5
1979.571388,1546.944545,524.0630532,541.9894825,0,2.5
2160.543541,1538.56157,550.2078158,539.5964067,2.5,2.5
2341.454798,1530.214272,576.1445716,537.0722986,5,2.5
2522.235805,1521.68467,601.8841082,534.4901741,7.5,2.5
2703.21917,1513.368011,627.379538,531.8669919,10,2.5
2884.103045,1504.993895,652.6186709,529.555894,12.5,2.5
3065.002586,1496.73353,677.5990601,527.1010284,15,2.5
3245.882939,1488.462584,702.240645,524.826446,17.5,2.5
704.4358813,1424.000291,332.351751,498.7690299,-17.5,5
885.4582656,1415.748819,360.3876973,496.3222948,-15,5
1066.503481,1407.335442,388.0943793,494.001121,-12.5,5
1247.402463,1399.038563,415.4870835,491.608287,-10,5
1428.427539,1390.744219,442.8106424,489.3223567,-7.5,5
1609.346256,1382.48433,469.8564462,487.0759459,-5,5
1790.298906,1374.126113,496.4377662,484.7999449,-2.5,5
1971.188741,1365.764819,522.9155606,482.5417027,0,5
2152.166844,1357.418269,549.1673504,480.3065894,2.5,5
2333.046595,1349.048583,575.0501274,478.0282427,5,5
2513.983906,1340.667961,600.7969071,475.8997764,7.5,5
2694.920909,1332.337422,626.3450948,473.616541,10,5
2875.783225,1323.898305,651.5403545,471.3605116,12.5,5
3056.620747,1315.598013,676.500207,469.4094923,15,5
3237.473277,1307.291508,701.2878456,467.3125771,17.5,5
696.0321156,1242.856617,331.1165568,437.4770158,-17.5,7.5
877.0725469,1234.497022,359.160987,435.2944363,-15,7.5
1058.092377,1226.120467,386.8325141,433.1140076,-12.5,7.5
1239.017925,1217.812408,414.3252254,431.1506456,-10,7.5
1419.996742,1209.474861,441.6068608,429.059687,-7.5,7.5
1600.901984,1201.225723,468.6969738,427.1399349,-5,7.5
1781.913611,1192.894686,495.2912135,424.9534311,-2.5,7.5
1962.815802,1184.494339,521.8384931,423.0570082,0,7.5
2143.731308,1176.179403,547.9765577,421.1721145,2.5,7.5
2324.721955,1167.88533,573.9721326,419.1056994,5,7.5
2505.636834,1159.526614,599.6763581,417.2083878,7.5,7.5
2686.535769,1151.181744,625.1834779,415.222622,10,7.5
2867.390027,1142.819666,650.4275989,413.4034059,12.5,7.5
3048.256773,1134.457184,675.4638574,411.5654598,15,7.5
3229.176031,1126.074089,700.1768393,409.7199566,17.5,7.5
687.6494656,1061.496105,329.8845043,375.9536025,-17.5,10
868.7123984,1053.243456,358.0181243,374.0248171,-15,10
1049.688878,1044.936984,385.5909477,372.1976631,-12.5,10
1230.646088,1036.60537,413.203943,370.5789626,-10,10
1411.584695,1028.260284,440.521732,368.7786574,-7.5,10
1592.567533,1019.96355,467.4113121,367.0363932,-5,10
1773.481791,1011.707044,494.2303427,365.4494395,-2.5,10
1954.459939,1003.267556,520.7211636,363.529153,0,10
2135.350608,995.0304797,546.8589156,361.8898355,2.5,10
2316.341345,986.6715609,572.9026506,360.2438836,5,10
2497.27942,978.3031094,598.5957285,358.6338475,7.5,10
2678.220548,969.9782359,624.0584487,356.9189592,10,10
2859.099061,961.6655641,649.392462,355.2777514,12.5,10
3039.875492,953.240975,674.344096,353.7874653,15,10
3220.828678,944.8263859,699.1766819,352.0574989,17.5,10
679.2977797,880.2813047,328.7086885,314.4595708,-17.5,12.5
860.3180984,872.0394063,356.7400945,312.8216663,-15,12.5
1041.338834,863.7003953,384.4530351,311.3788195,-12.5,12.5
1222.320519,855.3963109,412.0446254,309.9097323,-10,12.5
1403.219323,847.0667094,439.3448873,308.3860255,-7.5,12.5
1584.13123,838.7062641,466.3580841,307.1020585,-5,12.5
1765.085475,830.3849563,493.1441628,305.3323596,-2.5,12.5
1946.064431,822.0524953,519.5492371,303.9392071,0,12.5
2126.987019,813.6755563,545.7827809,302.5913,2.5,12.5
2307.95437,805.3318328,571.7977531,301.3027315,5,12.5
2488.905308,797.0109453,597.5159364,299.7955741,7.5,12.5
2669.805567,788.7153969,622.99711,298.5433096,10,12.5
2850.752109,780.429375,648.311971,297.0469962,12.5,12.5
3031.635758,772.02085,673.3068922,295.7666313,15,12.5
3212.459277,763.7150203,698.1530594,294.4542741,17.5,12.5
