imgps_x,imgps_y,u,v,objps_x,objps_y
2232.91145,1605.593009,558.039075,561.5680514,2.5,0
2051.812456,1603.963667,533.6718074,560.7446174,0,0
1870.713686,1602.184545,508.8621131,560.0999184,-2.5,0
1689.667631,1600.407553,483.840004,559.3831885,-5,0
1508.575566,1598.605881,458.5050534,558.6350882,-7.5,0
1327.499267,1596.815214,432.9464555,557.7183511,-10,0
1146.338873,1594.97528,407.0812453,557.1638438,-12.5,0
965.2452062,1593.146863,380.7574319,556.2955709,-15,0
784.0795047,1591.366275,354.172391,555.4917735,-17.5,0
3320.816738,1434.980356,699.3422974,508.4414741,17.5,2.5
3139.786388,1433.192309,676.550131,507.5321991,15,2.5
2958.783467,1431.34977,653.4818938,506.4979433,12.5,2.5
2777.799175,1429.548847,630.0006836,505.5166437,10,2.5
2596.796144,1427.783631,606.406533,504.615943,7.5,2.5
2415.773863,1426.063538,582.4655381,503.3838105,5,2.5
2234.6935,1424.338872,558.3094504,502.653508,2.5,2.5
2053.61073,1422.614138,533.9732967,501.5071054,0,2.5
1872.412295,1420.853889,509.1348472,500.5764545,-2.5,2.5
1691.334202,1419.041503,484.0938168,499.5123747,-5,2.5
1510.262397,1417.263781,458.8013097,498.2511227,-7.5,2.5
1329.199748,1415.424588,433.2255372,497.1854455,-10,2.5
1148.100195,1413.589777,407.3647375,495.873449,-12.5,2.5
966.9831844,1411.734631,381.0867732,494.7927847,-15,2.5
785.7794469,1409.964427,354.446824,493.8638882,-17.5,2.5
3322.579244,1253.588877,699.6084807,451.4387161,17.5,5
3141.552641,1251.849873,676.7564605,450.198124,15,5
2960.572141,1250.022255,653.6999666,448.8714914,12.5,5
2779.60833,1248.241147,630.2555784,447.6134241,10,5
2598.574553,1246.490655,606.6460614,446.355021,7.5,5
2417.50213,1244.692967,582.8075477,444.8158522,5,5
2236.436117,1242.927942,558.5376462,443.6260518,2.5,5
2055.312025,1241.186966,534.1931733,442.2978966,0,5
1874.164553,1239.379819,509.2893127,440.8514709,-2.5,5
1693.091416,1237.649878,484.4436885,439.4840757,-5,5
1511.983695,1235.862913,459.041253,438.0326818,-7.5,5
1330.913122,1233.9789,433.5097016,436.5008521,-10,5
1149.802564,1232.170111,407.5423319,434.9456772,-12.5,5
968.7319906,1230.353789,381.3475937,433.5601057,-15,5
787.5524469,1228.559652,354.7840167,432.0188617,-17.5,5
3324.352541,1072.241173,699.76627,394.2399402,17.5,7.5
3143.312198,1070.473545,677.024728,392.6548858,15,7.5
2962.356581,1068.666222,653.9612733,391.1016394,12.5,7.5
2781.386825,1066.913652,630.5117878,389.5757873,10,7.5
2600.314664,1065.10215,606.8598484,388.0013196,7.5,7.5
2419.276866,1063.4058,583.0425841,386.1126509,5,7.5
2238.191797,1061.609572,558.8105881,384.7119616,2.5,7.5
2057.026061,1059.774166,534.4216826,382.8681994,0,7.5
1875.909494,1058.029539,509.5829039,381.2450531,-2.5,7.5
1694.806308,1056.250216,484.5983551,379.534908,-5,7.5
1513.679713,1054.403963,459.3437908,377.6809589,-7.5,7.5
1332.590214,1052.551348,433.7744418,375.8998228,-10,7.5
1151.555897,1050.812592,407.9155793,374.0796306,-12.5,7.5
970.4665797,1048.983611,381.6572834,372.1747579,-15,7.5
789.2307313,1047.217641,355.0888713,370.3532427,-17.5,7.5
3326.127334,890.8156609,700.0456736,337.1965524,17.5,10
3145.087038,889.0168281,677.2484997,335.3204987,15,10
2964.134481,887.2578422,654.2415649,333.4557931,12.5,10
2783.095189,885.5341719,630.7484117,331.4921061,10,10
2602.056645,883.7255953,607.1356092,329.5699267,7.5,10
2421.001877,881.9241109,583.2676086,327.7505841,5,10
2239.864345,880.1955063,559.1061682,325.6223756,2.5,10
2058.76287,878.3774641,534.7200236,323.6050552,0,10
1877.652741,876.59715,509.9215311,321.570714,-2.5,10
1696.592591,874.8125594,484.901094,319.4867883,-5,10
1515.431723,872.99745,459.6448435,317.3793807,-7.5,10
1334.357067,871.2493688,434.0346383,315.3007863,-10,10
1153.323286,869.4446234,408.2209351,313.1772454,-12.5,10
972.1839609,867.6252906,381.9561034,310.7755451,-15,10
790.9787813,865.8032375,355.3517773,308.7065382,-17.5,10
3327.907283,709.4636406,700.359626,280.3077193,17.5,12.5
3146.848677,707.6981328,677.5323544,278.1180863,15,12.5
2965.887628,705.9062109,654.493838,275.7526081,12.5,12.5
2784.864789,704.0763391,631.0420041,273.4529927,10,12.5
2603.799495,702.2820656,607.3787316,271.1298348,7.5,12.5
2422.74045,700.4899688,583.5810603,268.9405844,5,12.5
2241.672411,698.7073547,559.3760671,266.587075,2.5,12.5
2060.527677,696.8789219,534.964057,264.1861723,0,12.5
1879.409361,695.1489906,510.1776068,261.8390297,-2.5,12.5
1698.314364,693.4006422,485.2031731,259.4361343,-5,12.5
1517.158439,691.6090203,459.8934103,256.916019,-7.5,12.5
1336.135028,689.8693438,434.3217424,254.5547191,-10,12.5
1155.112959,688.0231609,408.5613756,251.9472771,-12.5,12.5
973.9084844,686.2529609,382.2209455,249.4196679,-15,12.5
792.6444656,684.3740016,355.6519917,246.8811687,-17.5,12.5
