imgps_x,imgps_y,u,v,objps_x,objps_y
1432.107328,2003.601197,451.0764647,693.7180147,-7.5,-5
1613.291463,1996.045783,477.2984862,690.732516,-5,-5
1794.498525,1988.5686,503.401017,687.5972379,-2.5,-5
1975.7318,1980.993744,529.0730099,684.7315006,0,-5
2156.911047,1973.508184,554.5968516,681.8033306,2.5,-5
2338.041014,1965.921677,579.7363019,678.8983874,5,-5
2519.242483,1958.401541,604.6713965,675.8924665,7.5,-5
2700.377759,1950.927592,629.4165139,672.9895293,10,-5
2881.554173,1943.401008,653.8530524,670.0689928,12.5,-5
3062.793566,1935.963247,677.974936,667.3026134,15,-5
3243.9465,1928.403153,701.8903595,664.4896449,17.5,-5
699.5293281,1853.434542,340.4977529,644.6537249,-17.5,-2.5
880.8696688,1845.857927,367.9382661,641.7358314,-15,-2.5
1062.226281,1838.377327,395.1018028,638.9745327,-12.5,-2.5
1243.449761,1830.883116,421.9942177,636.1279238,-10,-2.5
1424.616661,1823.396927,448.5124522,633.419021,-7.5,-2.5
1605.786717,1815.878805,474.8497317,630.7101244,-5,-2.5
1787.044378,1808.288166,500.8415456,627.9992895,-2.5,-2.5
1968.20183,1800.732972,526.5120576,625.2310773,0,-2.5
2149.361741,1793.181327,551.9511344,622.6953135,2.5,-2.5
2330.510531,1785.629294,577.0748677,620.113646,5,-2.5
2511.727302,1778.073389,602.1638961,617.576244,7.5,-2.5
2692.918653,1770.61097,626.7787161,614.8020393,10,-2.5
2874.135639,1763.167336,651.2271492,612.2702929,12.5,-2.5
3055.242539,1755.677153,675.4457488,609.7818861,15,-2.5
3236.38348,1748.205392,699.3254344,607.3045005,17.5,-2.5
691.9610172,1673.085056,337.8142271,583.224175,-17.5,0
873.3464109,1665.487622,365.3772965,580.5738158,-15,0
1054.57858,1658.032181,392.5701479,578.1900121,-12.5,0
1235.879881,1650.598184,419.3536997,575.7304692,-10,0
1417.158284,1643.157866,445.9319721,573.2143253,-7.5,0
1598.313103,1635.587727,472.2943681,570.8740561,-5,0
1779.436369,1628.106403,498.2669509,568.3596211,-2.5,0
1960.736952,1620.554355,523.979458,566.0658227,0,0
2141.893189,1612.920169,549.3669549,563.6593328,2.5,0
2323.02293,1605.331488,574.5937143,561.4560115,5,0
2504.190619,1597.852344,599.5811196,559.1429204,7.5,0
2685.420236,1590.316672,624.2517147,556.9187562,10,0
2866.580361,1582.817286,648.6900683,554.6966785,12.5,0
3047.759313,1575.4093,672.7527525,552.3528348,15,0
3228.916539,1567.917908,696.7872863,550.2210652,17.5,0
684.4288766,1492.769763,335.3865677,521.7338888,-17.5,2.5
865.8116781,1485.2196,362.8314647,519.6264873,-15,2.5
1047.076659,1477.740856,389.9504004,517.4053802,-12.5,2.5
1228.274875,1470.266153,416.7388717,515.1740752,-10,2.5
1409.582544,1462.866823,443.3545568,513.0481349,-7.5,2.5
1590.710063,1455.359641,469.6932679,511.0810639,-5,2.5
1771.953755,1447.800911,495.6341752,509.0320845,-2.5,2.5
1953.172953,1440.288216,521.3660525,506.938031,0,2.5
2134.360325,1432.731994,546.718985,504.9961852,2.5,2.5
2315.570542,1425.186813,571.9873804,502.8939244,5,2.5
2496.797078,1417.605681,596.9098589,500.9434373,7.5,2.5
2677.890164,1410.053864,621.6171036,498.9864908,10,2.5
2859.123847,1402.602456,646.0700197,496.945618,12.5,2.5
3040.191777,1395.175703,670.1426894,495.070897,15,2.5
3221.368048,1387.744609,694.080914,493.1672746,17.5,2.5
676.8775875,1312.424636,332.8428415,460.4166078,-17.5,5
858.2431344,1304.890536,360.3020433,458.6841822,-15,5
1039.535836,1297.422588,387.330339,456.7408251,-12.5,5
1220.77947,1289.938902,414.2691908,454.9863294,-10,5
1401.934883,1282.496977,440.8933622,453.0210249,-7.5,5
1583.204691,1275.016408,467.0773544,451.4206502,-5,5
1764.416956,1267.507864,493.0907557,449.6418185,-2.5,5
1945.592381,1259.971631,518.7838692,447.8523052,0,5
2126.823625,1252.415923,544.2586395,446.0980565,2.5,5
2308.059519,1244.93108,569.4639507,444.4324726,5,5
2489.249222,1237.412906,594.2826242,442.7674598,7.5,5
2670.447302,1229.833664,619.0405298,441.1456293,10,5
2851.567664,1222.389809,643.3739836,439.4412578,12.5,5
3032.708255,1214.902942,667.574018,437.7753139,15,5
3213.855378,1207.430492,691.475066,436.0339026,17.5,5
669.3244,1132.141941,330.2920626,399.3224455,-17.5,7.5
850.6719531,1124.552305,357.79928,397.6622271,-15,7.5
1031.953795,1117.101058,384.808838,396.1412217,-12.5,7.5
1213.1389,1109.655138,411.7335776,394.7257377,-10,7.5
1394.422781,1102.149178,438.2500275,393.2506254,-7.5,7.5
1575.57752,1094.663566,464.4410487,391.6981056,-5,7.5
1756.835039,1087.160384,490.5314796,390.2896114,-2.5,7.5
1938.0428,1079.654384,516.2245291,388.9282225,0,7.5
2119.308288,1072.121842,541.6635867,387.4442983,2.5,7.5
2300.552384,1064.59423,566.9459395,385.9858275,5,7.5
2481.758784,1057.070388,591.7723064,384.6292969,7.5,7.5
2662.934881,1049.590319,616.4990434,383.1157729,10,7.5
2844.098828,1042.117573,640.7693472,381.8670563,12.5,7.5
3025.162016,1034.607297,665.0080473,380.6550805,15,7.5
3206.372069,1027.069472,688.8910182,379.1807827,17.5,7.5
661.8008234,951.7500313,327.8667327,337.9240172,-17.5,10
843.1405375,944.2703563,355.2210087,336.8565053,-15,10
1024.443552,936.7698266,382.3740047,335.6637628,-12.5,10
1205.651564,929.3188469,409.2435382,334.55525,-10,10
1386.838855,921.7978328,435.7472745,333.2078081,-7.5,10
1568.064869,914.3258297,461.9532529,332.1907994,-5,10
1749.322311,906.8030641,487.9398045,331.0684841,-2.5,10
1930.527636,899.2669828,513.665366,329.9642072,0,10
2111.720952,891.7623563,539.0704377,328.8944198,2.5,10
2292.996741,884.2529813,564.316111,327.7702374,5,10
2474.234828,876.7426656,589.2193582,326.5704877,7.5,10
2655.420303,869.2771547,613.8600235,325.4996507,10,10
2836.586769,861.7676313,638.2315109,324.4413809,12.5,10
3017.738116,854.2395172,662.3695763,323.2583537,15,10
3198.846722,846.7654984,686.4066638,322.2760302,17.5,10
654.2402641,771.4018797,325.307857,277.0342379,-17.5,12.5
835.5608563,763.9688828,352.6954895,276.2523105,-15,12.5
1016.867719,756.5016844,379.8369436,275.2934622,-12.5,12.5
1198.121745,748.9978406,406.7214439,274.2799647,-10,12.5
1379.337177,741.4543391,433.1625876,273.6424344,-7.5,12.5
1560.50813,733.9482375,459.4121337,272.6525737,-5,12.5
1741.759694,726.4210359,485.3751097,271.8419842,-2.5,12.5
1923.010703,718.8921438,511.0404669,271.077769,0,12.5
2104.251248,711.406175,536.4922099,270.1436373,2.5,12.5
2285.483952,703.8932719,561.7093433,269.3642569,5,12.5
2466.719756,696.4008297,586.6362783,268.4816153,7.5,12.5
2647.871909,688.9579359,611.2243753,267.8504127,10,12.5
2829.065797,681.4631531,635.6460497,267.0570053,12.5,12.5
3010.260503,674.0071547,659.7770174,266.1732954,15,12.5
3191.356281,666.4741453,683.7403209,265.5270222,17.5,12.5
