imgps_x,imgps_y,u,v,objps_x,objps_y
1900.427036,770.9081609,516.0262346,286.5253017,0,10
2081.047225,760.2788297,542.5331664,284.3144343,2.5,10
2261.689892,749.5261453,568.9297883,282.2102297,5,10
2442.291316,738.8451828,595.0419599,280.0373242,7.5,10
2622.935855,728.231275,620.96336,277.8755191,10,10
2803.566089,717.5125078,646.5775895,275.9094487,12.5,10
2984.054598,706.8112625,671.8867768,273.8124025,15,10
3164.620272,696.1361219,697.1882977,271.8841485,17.5,10
625.0551859,664.6670016,321.4071527,240.3904771,-17.5,12.5
805.7350891,654.0666844,349.755694,238.4303269,-15,12.5
986.4502813,643.3472391,377.9465971,236.4187403,-12.5,12.5
1167.216342,632.7090531,405.8202056,234.4357362,-10,12.5
1347.799167,622.0412563,433.35145,232.4762809,-7.5,12.5
1528.343042,611.2708031,460.6913471,230.5312532,-5,12.5
1709.034078,600.6211141,487.7640919,228.6653621,-2.5,12.5
1889.683408,589.8805906,514.5614832,226.6758517,0,12.5
2070.228972,579.1147609,541.1717267,224.7461062,2.5,12.5
2250.871333,568.446775,567.519507,223.0348898,5,12.5
2431.453453,557.7476219,593.6728457,220.9926158,7.5,12.5
2612.092303,547.0906937,619.613305,219.2460375,10,12.5
2792.697805,536.4738031,645.2528575,217.4477956,12.5,12.5
2973.289366,525.7587156,670.5665583,215.6238959,15,12.5
3153.756133,515.138975,695.8932519,213.9271803,17.5,12.5
