imgps_x,imgps_y,u,v,objps_x,objps_y
1467.293642,1822.464011,444.3491764,632.4877224,-7.5,-2.5
1648.530222,1816.804044,470.4175734,630.4483534,-5,-2.5
1829.766933,1811.151022,496.1950339,628.4290797,-2.5,-2.5
2011.0617,1805.514802,521.7576961,626.3524849,0,-2.5
2192.318652,1799.839452,546.8648218,624.4438351,2.5,-2.5
2373.529492,1794.167286,571.9183955,622.3467562,5,-2.5
2554.796472,1788.508453,596.7249874,620.3245303,7.5,-2.5
2736.068408,1782.87783,621.1560018,618.3596255,10,-2.5
2917.244142,1777.269352,645.3880858,616.4804535,12.5,-2.5
3098.50697,1771.605181,669.3309967,614.5456894,15,-2.5
3279.705067,1765.968581,693.0864343,612.4409407,17.5,-2.5
736.3120875,1663.653289,336.4109058,579.871255,-17.5,0
917.73755,1657.99538,363.6155155,577.8735036,-15,0
1099.048714,1652.382356,390.511267,576.0852001,-12.5,0
1280.343284,1646.786642,417.0930085,574.2774729,-10,0
1461.674244,1641.225463,443.5318326,572.6179345,-7.5,0
1642.879467,1635.550767,469.6607085,570.7298481,-5,0
1824.078277,1629.95363,495.4578305,569.0784586,-2.5,0
2005.399284,1624.270895,521.0159516,567.1321537,0,0
2186.704306,1618.583819,546.1497222,565.43923,2.5,0
2367.907841,1612.845155,571.1229909,563.6820189,5,0
2549.186334,1607.234619,596.0133734,562.0737763,7.5,0
2730.401091,1601.572995,620.4796743,560.4358545,10,0
2911.631098,1595.958697,644.6971253,558.8117152,12.5,0
3092.875692,1590.369828,668.706249,557.13971,15,0
3274.029958,1584.751966,692.3025165,555.6296393,17.5,0
730.6360188,1482.280702,335.5236753,518.4982341,-17.5,2.5
912.0530313,1476.668794,362.8014915,516.8884495,-15,2.5
1093.319112,1471.094073,389.7458523,515.5991112,-12.5,2.5
1274.681902,1465.50987,416.3107361,513.9117066,-10,2.5
1455.944805,1459.891559,442.7732752,512.3836841,-7.5,2.5
1637.186506,1454.303361,468.857064,510.9986661,-5,2.5
1818.456695,1448.684045,494.6731873,509.5516047,-2.5,2.5
1999.756164,1443.042814,520.3057783,508.1851313,0,2.5
2181.045405,1437.340125,545.424783,506.8119436,2.5,2.5
2362.311438,1431.685459,570.4578994,505.3157232,5,2.5
2543.573494,1425.991178,595.2094356,504.0820465,7.5,2.5
2724.76623,1420.327934,619.7264302,502.5328822,10,2.5
2906.036289,1414.664947,643.9657229,501.166187,12.5,2.5
3087.179902,1409.131813,668.0282166,499.980892,15,2.5
3268.405142,1403.534564,691.6423453,498.5057124,17.5,2.5
725.0178875,1300.963331,334.8007427,457.0875213,-17.5,5
906.3927234,1295.359564,362.0542254,455.9082954,-15,5
1087.705155,1289.752758,388.9769967,454.5692752,-12.5,5
1268.968177,1284.179873,415.59851,453.4949299,-10,5
1450.278719,1278.56535,441.987352,452.3811857,-7.5,5
1631.543208,1272.99872,468.0861051,451.3660602,-5,5
1812.802923,1267.33847,493.9075669,450.1241384,-2.5,5
1994.091781,1261.694641,519.4372179,449.0352843,0,5
2175.409716,1256.074831,544.726928,447.8919615,2.5,5
2356.666947,1250.425092,569.7191474,446.7474858,5,5
2537.926073,1244.75507,594.5583635,445.5838735,7.5,5
2719.170759,1239.101959,619.0399183,444.5137358,10,5
2900.368553,1233.442172,643.2513211,443.4634118,12.5,5
3081.545939,1227.881931,667.3284504,442.4099206,15,5
3262.7631,1222.218986,691.0099866,441.4644287,17.5,5
719.2956609,1119.697322,333.9517979,395.7749023,-17.5,7.5
900.6943266,1114.068738,361.2695572,394.697672,-15,7.5
1082.074308,1108.481814,388.2258,394.0486157,-12.5,7.5
1263.299198,1102.8256,414.7686983,393.1813545,-10,7.5
1444.573253,1097.24262,441.2763616,392.2099769,-7.5,7.5
1625.854767,1091.669378,467.2347911,391.5162088,-5,7.5
1807.140544,1086.041163,493.1670143,390.7656827,-2.5,7.5
1988.436334,1080.367866,518.6862511,389.8028615,0,7.5
2169.77567,1074.757739,543.9928164,388.9688332,2.5,7.5
2351.052702,1069.150798,569.0545932,388.147119,5,7.5
2532.329228,1063.499305,593.8320435,387.4268323,7.5,7.5
2713.533384,1057.8807,618.3536618,386.5071094,10,7.5
2894.729866,1052.227333,642.5215092,385.8837765,12.5,7.5
3075.938159,1046.596631,666.6257058,385.150907,15,7.5
3257.148892,1040.912464,690.3175043,384.3728089,17.5,7.5
713.6528766,938.3412906,333.1950377,334.2615587,-17.5,10
894.9931781,932.7380688,360.4618017,333.791389,-15,10
1076.377419,927.1360094,387.3677102,333.2667964,-12.5,10
1257.677675,921.567825,414.0061548,332.8454487,-10,10
1438.926903,915.8719422,440.4788937,332.0734304,-7.5,10
1620.233998,910.2996156,466.5194807,331.4538398,-5,10
1801.522534,904.6932297,492.5002718,331.1031587,-2.5,10
1982.763344,899.0249438,517.9885899,330.6275709,0,10
2164.079892,893.4368938,543.2275367,330.0579235,2.5,10
2345.383789,887.7825578,568.3111621,329.5172114,5,10
2526.667113,882.2046141,593.0971682,329.169271,7.5,10
2707.876067,876.5701719,617.6453398,328.6341359,10,10
2889.17418,870.8857422,641.8251741,328.0931795,12.5,10
3070.281691,865.2624469,665.8659653,327.6159093,15,10
3251.509673,859.6154234,689.6087891,327.0195658,17.5,10
707.9966484,756.9963125,332.4067924,272.8352955,-17.5,12.5
889.3377828,751.4636938,359.6863766,272.646758,-15,12.5
1070.711416,745.8038047,386.5553655,272.3022227,-12.5,12.5
1252.029856,740.2435391,413.2997391,272.2116271,-10,12.5
1433.27827,734.6041844,439.7631696,271.8722551,-7.5,12.5
1614.544883,728.9854625,465.8348016,271.7782278,-5,12.5
1795.844194,723.3532891,491.6596918,271.5039131,-2.5,12.5
1977.142834,717.6416125,517.2224885,271.3336479,0,12.5
2158.465575,712.0594094,542.4544072,271.0822052,2.5,12.5
2339.749272,706.4101281,567.5891579,270.971433,5,12.5
2521.026189,700.7957563,592.324206,270.6728012,7.5,12.5
2702.220113,695.2263875,616.9920077,270.5724275,10,12.5
2883.490598,689.6204313,641.1082912,270.305168,12.5,12.5
3064.705119,683.9866438,665.1952776,270.2022293,15,12.5
3245.914152,678.3485453,689.0065925,269.9988646,17.5,12.5
